rowid	id_ultimate_parent	name_ultimate_parent	id_direct_loantaker	name_direct_loantaker	sector_classification_system	sector_classification_direct_loantaker	chunk	id_2dii	level	sector	sector_ald	name	name_ald	score	source
1	UP76	Destilaria Alcidia S/A	C239	Yingjiang Hongfu Investment Co., Ltd.	"NACE"	3511	3	UP8	ultimate_parent	power	power	Destilaria Alcidia S/A	destilaria alcidia s/a	1	loanbook
1	UP76	Destilaria Alcidia S/A	C239	Yingjiang Hongfu Investment Co., Ltd.	"NACE"	3511	3	DL32	direct_loantaker	power	power	Yingjiang Hongfu Investment Co., Ltd.	yingjiang hongfu investment co., ltd.	1	loanbook
2	UP131	Hydro Jet (Pvt) Ltd	C238	Yingjiang County Mingliang Trading Co., Ltd.	"NACE"	3511	3	UP14	ultimate_parent	power	power	Hydro Jet (Pvt) Ltd	hydro jet (pvt) ltd	1	loanbook
2	UP131	Hydro Jet (Pvt) Ltd	C238	Yingjiang County Mingliang Trading Co., Ltd.	"NACE"	3511	3	DL31	direct_loantaker	power	power	Yingjiang County Mingliang Trading Co., Ltd.	yingjiang county mingliang trading co., ltd.	1	loanbook
3	UP175	Maple Leaf Dairy, Inc.	C237	Yingjiang County Binglang River Hydroelectric Power Co., Ltd.	"NACE"	3511	3	UP19	ultimate_parent	power	power	Maple Leaf Dairy, Inc.	maple leaf dairy, inc.	1	loanbook
3	UP175	Maple Leaf Dairy, Inc.	C237	Yingjiang County Binglang River Hydroelectric Power Co., Ltd.	"NACE"	3511	3	DL30	direct_loantaker	power	power	Yingjiang County Binglang River Hydroelectric Power Co., Ltd.	yingjiang county binglang river hydroelectric power co., ltd.	1	loanbook
4	UP86	Edison Mission Group Inc.	C236	Yin Ech	"NACE"	3511	3	DL29	direct_loantaker	power	power	Yin Ech	yin ech	1	loanbook
5	UP241	Shah Foils Pvt Ltd	C235	Yima Jinjiang Energy Comprehensive Utilisation Company Limited	"NACE"	3511	3	UP24	ultimate_parent	power	power	Shah Foils Pvt Ltd	shah foils pvt ltd	1	loanbook
5	UP241	Shah Foils Pvt Ltd	C235	Yima Jinjiang Energy Comprehensive Utilisation Company Limited	"NACE"	3511	3	DL28	direct_loantaker	power	power	Yima Jinjiang Energy Comprehensive Utilisation Company Limited	yima jinjiang energy comprehensive utilisation company limited	1	loanbook
6	UP124	Hidroel. Coto Minero. S.A.	C234	Yiliang Dianneng Luoze River Basin Power Generation Limited	"NACE"	3511	3	UP13	ultimate_parent	power	power	Hidroel. Coto Minero. S.A.	hidroel. coto minero. s.a.	1	loanbook
6	UP124	Hidroel. Coto Minero. S.A.	C234	Yiliang Dianneng Luoze River Basin Power Generation Limited	"NACE"	3511	3	DL27	direct_loantaker	power	power	Yiliang Dianneng Luoze River Basin Power Generation Limited	yiliang dianneng luoze river basin power generation limited	1	loanbook
7	UP93	Epr Thetford Limited	C233	Yildiz Enerji Elektrik Uretim A.S.	"NACE"	3511	3	UP11	ultimate_parent	power	power	Epr Thetford Limited	epr thetford limited	1	loanbook
7	UP93	Epr Thetford Limited	C233	Yildiz Enerji Elektrik Uretim A.S.	"NACE"	3511	3	DL26	direct_loantaker	power	power	Yildiz Enerji Elektrik Uretim A.S.	yildiz enerji elektrik uretim a.s.	1	loanbook
8	UP280	Tri Energy Co., Ltd.	C232	Yildirim Group	"NACE"	3511	3	DL25	direct_loantaker	power	power	Yildirim Group	yildirim group	1	loanbook
9	UP74	Dakota Magic Casino & Hotel	C231	Yildirim Energy Investments Inc	"NACE"	3511	3	UP7	ultimate_parent	power	power	Dakota Magic Casino & Hotel	dakota magic casino & hotel	1	loanbook
9	UP74	Dakota Magic Casino & Hotel	C231	Yildirim Energy Investments Inc	"NACE"	3511	3	DL24	direct_loantaker	power	power	Yildirim Energy Investments Inc	yildirim energy investments inc	1	loanbook
10	UP65	City Of Utsunomiya	C230	Yilan Longyuan Huineng Wind Power Co., Ltd.	"NACE"	3511	3	UP6	ultimate_parent	power	power	City Of Utsunomiya	city of utsunomiya	1	loanbook
10	UP65	City Of Utsunomiya	C230	Yilan Longyuan Huineng Wind Power Co., Ltd.	"NACE"	3511	3	DL23	direct_loantaker	power	power	Yilan Longyuan Huineng Wind Power Co., Ltd.	yilan longyuan huineng wind power co., ltd.	1	loanbook
11	UP216	Quest Energy Llc	C229	Yidu East Sunshine Industrial Development Co., Ltd.	"NACE"	3511	3	UP22	ultimate_parent	power	power	Quest Energy Llc	quest energy llc	1	loanbook
11	UP216	Quest Energy Llc	C229	Yidu East Sunshine Industrial Development Co., Ltd.	"NACE"	3511	3	DL22	direct_loantaker	power	power	Yidu East Sunshine Industrial Development Co., Ltd.	yidu east sunshine industrial development co., ltd.	1	loanbook
12	UP34	Biopower Systems Pty Ltd	C228	Yichun Xinganling Wind Power Co., Ltd.	"NACE"	3511	3	UP5	ultimate_parent	power	power	Biopower Systems Pty Ltd	biopower systems pty ltd	1	loanbook
